,rotate_angle,isDoll,success,labels
3985,-2.03652,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
3986,0.301843,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
3987,2.33519,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
3988,0.327569,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
3989,3.05233,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
3990,0.180321,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
3991,-0.591969,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
3992,2.28775,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
3993,-1.89739,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
3994,1.43033,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
3995,1.32799,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
3996,0.419441,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
3997,1.75392,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
3998,0.332933,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
3999,-2.89352,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4000,2.43713,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4001,-1.05806,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4002,-1.13604,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4003,-2.6549,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4004,1.50615,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4005,-1.92426,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4006,-1.64878,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
4007,-2.08969,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4008,-2.37102,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4009,2.60104,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4010,3.06679,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4011,0.228125,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4012,2.65392,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
4013,2.83976,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4014,-1.29251,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4015,-0.0389197,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4016,0.177477,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4017,-1.53692,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4018,-0.0607731,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4019,-2.89161,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4020,-1.67481,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4021,-3.00992,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4022,0.166097,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4023,2.93302,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4024,-1.94514,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4025,-1.0073,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4026,2.18013,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4027,1.96831,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4028,-1.04596,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4029,-0.0570651,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
4030,0.376526,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4031,3.0348,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
4032,-0.323161,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
4033,1.50581,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4034,-2.11419,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4035,-0.598109,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4036,0.351586,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4037,1.84662,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4038,2.45934,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4039,-1.90054,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4040,2.09026,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4041,-1.79212,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4042,2.00211,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
4043,3.10166,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4044,0.316518,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4045,0.132365,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4046,2.11991,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4047,0.518187,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4048,-1.2269,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4049,0.466899,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
4050,-2.16309,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4051,-0.796963,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4052,-2.38521,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4053,-0.925502,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4054,1.29461,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
4055,-0.85532,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4056,2.70541,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
4057,-0.340746,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4058,-2.52126,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4059,1.45641,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4060,-2.70304,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4061,1.30979,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4062,-1.5757,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4063,2.29532,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4064,-0.759039,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4065,-2.34379,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4066,1.46428,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4067,-1.7204,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4068,-2.32057,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4069,2.6232,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4070,2.09456,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4071,-2.42975,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4072,0.322946,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4073,-1.2013,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4074,-2.3399,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4075,0.920984,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
4076,1.52327,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4077,-1.37645,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4078,2.69268,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4079,1.50961,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4080,-0.915562,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4081,2.33233,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4082,-2.28556,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4083,-2.72806,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4084,-1.69598,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4085,1.72093,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4086,-0.874028,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4087,0.311415,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4088,1.65626,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4089,1.18535,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4090,1.16529,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4091,0.406972,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
4092,2.55974,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4093,2.63796,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4094,-2.1438,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4095,-0.993338,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4096,-0.898111,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4097,-2.84352,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4098,0.901483,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
4099,1.7464,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
4100,0.107314,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4101,1.7022,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4102,1.57588,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4103,-2.87591,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4104,-1.92285,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4105,1.23289,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4106,2.37135,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4107,2.24695,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4108,-2.96024,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4109,0.965052,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
4110,2.91998,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
4111,0.0445715,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4112,-1.0819,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4113,-3.06078,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4114,-0.845695,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4115,2.05108,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4116,1.67453,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4117,2.18358,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4118,1.73598,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4119,-2.15354,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4120,-2.25058,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4121,2.55882,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4122,-0.725895,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4123,-0.370513,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4124,1.87496,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4125,-0.536795,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
4126,-0.992273,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4127,-0.575744,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4128,2.86225,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4129,-1.70691,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4130,0.374878,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4131,-1.27083,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4132,1.06731,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4133,-2.22002,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4134,0.260613,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4135,-1.90889,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4136,-0.525173,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4137,0.471494,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4138,0.334279,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4139,0.0381497,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4140,-1.84804,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4141,-0.949251,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4142,-0.33281,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4143,-1.51086,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
4144,2.82074,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4145,-2.36646,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4146,1.97489,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
4147,0.384909,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4148,1.01039,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
4149,1.58424,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4150,-2.49795,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4151,-0.317149,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4152,1.86261,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
4153,-2.90088,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4154,2.82505,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4155,1.17275,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
4156,-1.1539,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4157,-0.571755,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
4158,-3.00736,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4159,0.512116,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4160,-1.10448,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4161,2.74282,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
4162,2.201,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4163,0.145187,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4164,1.49043,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4165,2.07983,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4166,0.499461,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4167,-0.323416,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4168,-1.61872,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4169,0.537446,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4170,-1.88136,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4171,2.44062,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4172,1.44773,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4173,-0.650771,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4174,-2.94064,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4175,0.800777,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
4176,-1.64025,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4177,0.551029,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4178,-2.76841,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4179,-0.194331,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4180,-2.23401,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4181,1.47741,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
4182,3.13256,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
4183,-1.51253,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4184,-1.0508,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4185,-1.03173,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4186,-1.48805,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
4187,-0.165185,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4188,0.719872,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
4189,1.68165,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
4190,2.29156,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
4191,-0.172838,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4192,-2.7977,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4193,3.01108,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
4194,2.72746,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
4195,0.15718,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4196,2.90762,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4197,-1.9387,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4198,-2.42465,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4199,-1.15723,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4200,-0.893775,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4201,0.925913,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
4202,1.21836,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4203,2.07703,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
4204,-2.33283,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4205,-3.07024,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4206,0.223637,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4207,0.0614834,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4208,-0.00932565,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4209,-1.04912,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4210,-2.52011,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4211,2.52631,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4212,-1.93342,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4213,-2.4316,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4214,2.13418,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
4215,-0.727082,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
4216,-1.18562,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
4217,3.09923,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
4218,-1.01296,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4219,-0.87066,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
4220,-0.218474,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
4221,-2.36,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4222,1.22591,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
4223,2.71123,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
4224,-0.602249,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
4225,-1.82311,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4226,-2.30511,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4227,0.216038,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4228,0.0030864,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
4229,-2.00313,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4230,0.056898,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4231,-0.366472,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
4232,1.22461,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
4233,1.90955,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
4234,-1.93941,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
4235,0.075733,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
4236,-1.22269,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
4237,0.605523,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
4238,3.00417,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
4239,-0.0922246,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
4240,1.25093,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
